MAINTENANCE_AGENCY_ID,VARIABLE_ID,CODE,NAME,DOMAIN_ID,DESCRIPTION,PRIMARY_CONCEPT,IS_DECOMPOSED
REF,TYP_ACCNTNG_ITM,TYP_ACCNTNG_ITM,TYP_ACCNTNG_ITM,TYP_ACCNTNG_ITM,Classification of the typ of accounting item,,
REF,TYP_INSTRMNT,TYP_INSTRMNT,TYP_INSTRMNT,TYP_INSTRMNT,Type of instrument,,
PRTY_RL_TYP,PRTY_RL_TYP,PRTY_RL_TYP,PRTY_RL_TYP,ENTTY_RL_TYP,Party role type,,
TYP_CLLTRL,TYP_CLLTRL,TYP_CLLTRL,TYP_CLLTRL,TYP_PRTCTN,Collateral type,,
