Column_Name,ObjectID,NumOID,ImportID,ContainerID,Num_ContainerID,Mandatory,DataType_Kind,Value_Type,Computed,Formula,ScopeEntityID,Num_ScopeEntityID,Domain_ID,Num_Domain_ID,Logical_Type_ID,Num_Logical_Type_ID,Distinct_Type_ID,Num_Distinct_Type_ID,Structured_Type_ID,Num_Structured_Type_ID,Collection_Type_ID,Num_Collection_Type_ID,Check_Constraint_Name,Default_Value,Use_Domain_Constraint,Domain_Name,Logical_Type_Name,Structured_Type_Name,Distinct_Type_Name,Collection_Type_Name,Uses_Default,Engineer,Table_Name,PK_Flag,FK_Flag,Native_Type,Sequence,ModelID,Num_ModelID,Model_Name,T_Size,T_Precision,T_Scale
ACCMLTD_NGTV_VL_ADJSTMNT_MR,5199AE77-426D-8197-3740-1D52CCC55592,717,,98D345A7-E46F-E979-FC8C-EEE77E454AEE,628,N,Domain,,N,,,,FAA20A39-31D6-458E-8297-A7FD01A6501F,265,LOGDT026,522,,,,,,,,,Y,Non-negative monetary amounts with 2 decimals,DECIMAL,,,,N,Y,LNG_BLNC_SHT_RCGNSD_SCRTY_PSTN_PRDNTL_PRTFL_ACCNTNG_CLSSFCTN_ASSGNMNT,,,NUMBER,31,4146278C-4654-567E-9F7B-2C4CFE27A753,573,Enriched Input Layer 6.7,,,
ACCMLTD_NGTV_VL_ADJSTMNT_MR,1018625F-4270-B818-1A3B-14F79491E13A,718,,9D1B6BEB-B5EE-A5F2-EAA3-CEFC8F8B26E3,621,N,Domain,,N,,,,FAA20A39-31D6-458E-8297-A7FD01A6501F,265,LOGDT026,522,,,,,,,,,Y,Non-negative monetary amounts with 2 decimals,DECIMAL,,,,N,Y,INSTRMNT_RL,,,NUMBER,64,4146278C-4654-567E-9F7B-2C4CFE27A753,573,Enriched Input Layer 6.7,,,
ACCMLTD_PRTL_WRTFFS,DDB61D76-F5EE-3645-8FAA-E7DFFB47C40D,719,,98D345A7-E46F-E979-FC8C-EEE77E454AEE,628,N,Domain,,N,,,,FAA20A39-31D6-458E-8297-A7FD01A6501F,265,LOGDT026,522,,,,,,,,,Y,Non-negative monetary amounts with 2 decimals,DECIMAL,,,,N,Y,LNG_BLNC_SHT_RCGNSD_SCRTY_PSTN_PRDNTL_PRTFL_ACCNTNG_CLSSFCTN_ASSGNMNT,,,NUMBER,32,4146278C-4654-567E-9F7B-2C4CFE27A753,573,Enriched Input Layer 6.7,,,
ACCMLTD_PRTL_WRTFFS,71B4468E-9600-7F2A-499A-4D9AD5C34867,720,,9D1B6BEB-B5EE-A5F2-EAA3-CEFC8F8B26E3,621,N,Domain,,N,,,,FAA20A39-31D6-458E-8297-A7FD01A6501F,265,LOGDT026,522,,,,,,,,,Y,Non-negative monetary amounts with 2 decimals,DECIMAL,,,,N,Y,INSTRMNT_RL,,,NUMBER,65,4146278C-4654-567E-9F7B-2C4CFE27A753,573,Enriched Input Layer 6.7,,,
ACCMLTD_TTL_WRTFFS,EFBC2371-1EAE-43BA-E571-26474C3A8CAA,721,,98D345A7-E46F-E979-FC8C-EEE77E454AEE,628,N,Domain,,N,,,,FAA20A39-31D6-458E-8297-A7FD01A6501F,265,LOGDT026,522,,,,,,,,,Y,Non-negative monetary amounts with 2 decimals,DECIMAL,,,,N,Y,LNG_BLNC_SHT_RCGNSD_SCRTY_PSTN_PRDNTL_PRTFL_ACCNTNG_CLSSFCTN_ASSGNMNT,,,NUMBER,33,4146278C-4654-567E-9F7B-2C4CFE27A753,573,Enriched Input Layer 6.7,,,
ACCMLTD_TTL_WRTFFS,D2BF766F-8654-7EF9-F307-5D0EE8BDBCA7,722,,9D1B6BEB-B5EE-A5F2-EAA3-CEFC8F8B26E3,621,N,Domain,,N,,,,FAA20A39-31D6-458E-8297-A7FD01A6501F,265,LOGDT026,522,,,,,,,,,Y,Non-negative monetary amounts with 2 decimals,DECIMAL,,,,N,Y,INSTRMNT_RL,,,NUMBER,66,4146278C-4654-567E-9F7B-2C4CFE27A753,573,Enriched Input Layer 6.7,,,
ACCMLTD_WRTFFS,65A93E19-A388-06DC-9891-8E0731DCDD3F,723,,98D345A7-E46F-E979-FC8C-EEE77E454AEE,628,N,Domain,,N,,,,FAA20A39-31D6-458E-8297-A7FD01A6501F,265,LOGDT026,522,,,,,,,,,Y,Non-negative monetary amounts with 2 decimals,DECIMAL,,,,N,Y,LNG_BLNC_SHT_RCGNSD_SCRTY_PSTN_PRDNTL_PRTFL_ACCNTNG_CLSSFCTN_ASSGNMNT,,,NUMBER,34,4146278C-4654-567E-9F7B-2C4CFE27A753,573,Enriched Input Layer 6.7,,,
ACCMLTD_WRTFFS,C76E6344-BA08-DF4E-F2B1-9D482D23E0B1,724,,9D1B6BEB-B5EE-A5F2-EAA3-CEFC8F8B26E3,621,N,Domain,,N,,,,FAA20A39-31D6-458E-8297-A7FD01A6501F,265,LOGDT026,522,,,,,,,,,N,Non-negative monetary amounts with 2 decimals,DECIMAL,,,,N,Y,INSTRMNT_RL,,,NUMBER,67,4146278C-4654-567E-9F7B-2C4CFE27A753,573,Enriched Input Layer 6.7,,,
ACCNTNG_CLSSFCTN,F355FF14-033A-81A1-3823-808BFFCDBFF3,725,,01053026-5E20-D661-EC37-ADB796C2B681,583,Y,Domain,,N,,,,A553F1FA-51FD-48C2-A80A-426CA94AD34E,6,A3A3C77D-0366-9768-FF89-1C25E56881C8,571,,,,,,,,,Y,Accounting classification for liabilities,String,,,,N,Y,CLLTRL_GVN_INSTRMNT_DBT_SCRTY_ISSD_ASSGNMNT,P,F,VARCHAR2,8,4146278C-4654-567E-9F7B-2C4CFE27A753,573,Enriched Input Layer 6.7,2,,
ACCNTNG_CLSSFCTN,56546267-CA65-FBF3-71C4-6ACD780DC078,726,,06768611-CEEE-3C87-E80B-EB8A2984A02B,597,Y,Domain,,N,,,,A553F1FA-51FD-48C2-A80A-426CA94AD34E,6,A3A3C77D-0366-9768-FF89-1C25E56881C8,571,,,,,,,,,Y,Accounting classification for liabilities,String,,,,N,Y,DBT_SCRTY_ISSD_PRTCN_ARRNGMNT_GVN_ASSGNMNT,P,F,VARCHAR2,5,4146278C-4654-567E-9F7B-2C4CFE27A753,573,Enriched Input Layer 6.7,2,,
