MAINTENANCE_AGENCY_ID,MAPPING_ID,NAME,MAPPING_TYPE,CODE,ALGORITHM,MEMBER_MAPPING_ID,VARIABLE_MAPPING_ID
ECB,CSDB_ISCLASHGROUP,Mapping of Group type for the template CSDBISCLASHGROUP,E,CSDB_ISCLASHGROUP,,CSDB_ISCLASHGROUP,CSDB_ISCLASHGROUP
ECB,CSDB_ISSUEPRICE,CSDB_ISSUEPRICE,A,CSDB_ISSUEPRICE,,,CSDB_ISSUEPRICE
ECB,CSDB_ISSUEREXTERNALCODE,CSDB_ISSUEREXTERNALCODE,A,CSDB_ISSUEREXTERNALCODE,,,CSDB_ISSUEREXTERNALCODE
ECB,CSDB_ISSUEREXTERNALCODE_BEI,CSDB_ISSUEREXTERNALCODE_BEI,A,CSDB_ISSUEREXTERNALCODE_BEI,,,CSDB_ISSUEREXTERNALCODE_BEI
ECB,CSDB_ISSUEREXTERNALCODE_BIC,CSDB_ISSUEREXTERNALCODE_BIC,A,CSDB_ISSUEREXTERNALCODE_BIC,,,CSDB_ISSUEREXTERNALCODE_BIC
ECB,CSDB_ISSUEREXTERNALCODE_LEI,CSDB_ISSUEREXTERNALCODE_LEI,A,CSDB_ISSUEREXTERNALCODE_LEI,,,CSDB_ISSUEREXTERNALCODE_LEI
ECB,CSDB_ISSUEREXTERNALCODE_MFI,CSDB_ISSUEREXTERNALCODE_MFI,A,CSDB_ISSUEREXTERNALCODE_MFI,,,CSDB_ISSUEREXTERNALCODE_MFI
ECB,CSDB_ISSUERNAME,CSDB_ISSUERNAME,A,CSDB_ISSUERNAME,,,CSDB_ISSUERNAME
ECB,CSDB_ISSUERSOURCECODE,CSDB_ISSUERSOURCECODE,A,CSDB_ISSUERSOURCECODE,,,CSDB_ISSUERSOURCECODE
ECB,CSDB_MARKETCAPITALISATION,CSDB_MARKETCAPITALISATION,A,CSDB_MARKETCAPITALISATION,,,CSDB_MARKETCAPITALISATION
ECB,CSDB_MARKETCAPITALISATION_EUR,CSDB_MARKETCAPITALISATION_EUR,A,CSDB_MARKETCAPITALISATION_EUR,,,CSDB_MARKETCAPITALISATION_EUR
ECB,CSDB_MFGEOGRAPHICSTRUCTURE,Mapping of Fund geographical market structure for the template CSDBMFGEOGRAPHICSTRUCTURE,E,CSDB_MFGEOGRAPHICSTRUCTURE,,CSDB_MFGEOGRAPHICSTRUCTURE,CSDB_MFGEOGRAPHICSTRUCTURE
ECB,CSDB_MFMARKETSTRUCTURE,Mapping of Fund asset structure type for the template CSDBMFMARKETSTRUCTURE,E,CSDB_MFMARKETSTRUCTURE,,CSDB_MFMARKETSTRUCTURE,CSDB_MFMARKETSTRUCTURE
ECB,CSDB_MONTHLYAVERAGEPRICE,CSDB_MONTHLYAVERAGEPRICE,A,CSDB_MONTHLYAVERAGEPRICE,,,CSDB_MONTHLYAVERAGEPRICE
ECB,CSDB_MONTHLYAVERAGEPRICE_EUR,CSDB_MONTHLYAVERAGEPRICE_EUR,A,CSDB_MONTHLYAVERAGEPRICE_EUR,,,CSDB_MONTHLYAVERAGEPRICE_EUR
ECB,CSDB_MUTUALFUNDTYPE,Mapping of Fund type for the template CSDBMUTUALFUNDTYPE,E,CSDB_MUTUALFUNDTYPE,,CSDB_MUTUALFUNDTYPE,CSDB_MUTUALFUNDTYPE
ECB,CSDB_NOMINALVALUE,CSDB_NOMINALVALUE,A,CSDB_NOMINALVALUE,,,CSDB_NOMINALVALUE
ECB,CSDB_NOMINALVALUE_EUR,CSDB_NOMINALVALUE_EUR,A,CSDB_NOMINALVALUE_EUR,,,CSDB_NOMINALVALUE_EUR
ECB,CSDB_NORMALISEDPRICE,CSDB_NORMALISEDPRICE,A,CSDB_NORMALISEDPRICE,,,CSDB_NORMALISEDPRICE
ECB,CSDB_NUMBERISSUED,CSDB_NUMBERISSUED,A,CSDB_NUMBERISSUED,,,CSDB_NUMBERISSUED
ECB,CSDB_NUMBEROFSECURITIES,CSDB_NUMBEROFSECURITIES,A,CSDB_NUMBEROFSECURITIES,,,CSDB_NUMBEROFSECURITIES
ECB,CSDB_POOLFACTOR,CSDB_POOLFACTOR,A,CSDB_POOLFACTOR,,,CSDB_POOLFACTOR
ECB,CSDB_PRICEDATE,CSDB_PRICEDATE,A,CSDB_PRICEDATE,,,CSDB_PRICEDATE
ECB,CSDB_PRIMARYLISTINGCOUNTRY,Mapping of Primary listing residency country for the template CSDBPRIMARYLISTINGCOUNTRY,E,CSDB_PRIMARYLISTINGCOUNTRY,,CSDB_PRIMARYLISTINGCOUNTRY,CSDB_PRIMARYLISTINGCOUNTRY
ECB,CSDB_PRIMARYLISTINGNAME,Mapping of Primary listing name for the template CSDBPRIMARYLISTINGNAME,E,CSDB_PRIMARYLISTINGNAME,,CSDB_PRIMARYLISTINGNAME,CSDB_PRIMARYLISTINGNAME
ECB,CSDB_PUBLICATIONPRICE,CSDB_PUBLICATIONPRICE,A,CSDB_PUBLICATIONPRICE,,,CSDB_PUBLICATIONPRICE
ECB,CSDB_PUBLICATIONPRICEDATE,CSDB_PUBLICATIONPRICEDATE,A,CSDB_PUBLICATIONPRICEDATE,,,CSDB_PUBLICATIONPRICEDATE
ECB,CSDB_PUBLICATIONPRICEQUOTATIONBASIS,Mapping of Quotation basis for the template CSDBPUBLICATIONPRICEQUOTATIONBASIS,E,CSDB_PUBLICATIONPRICEQUOTATIONBASIS,,CSDB_PUBLICATIONPRICEQUOTATIONBASIS,CSDB_PUBLICATIONPRICEQUOTATIONBASIS
ECB,CSDB_PUBLICATIONPRICETYPE,Mapping of Price value type for the template CSDBPUBLICATIONPRICETYPE,E,CSDB_PUBLICATIONPRICETYPE,,CSDB_PUBLICATIONPRICETYPE,CSDB_PUBLICATIONPRICETYPE
ECB,CSDB_REDEMPTIONPRICE,CSDB_REDEMPTIONPRICE,A,CSDB_REDEMPTIONPRICE,,,CSDB_REDEMPTIONPRICE
ECB,CSDB_RESIDUALMATURITY,CSDB_RESIDUALMATURITY,A,CSDB_RESIDUALMATURITY,,,CSDB_RESIDUALMATURITY
ECB,CSDB_SENIORITY,Mapping of Instrument seniority type for the template CSDBSENIORITY,E,CSDB_SENIORITY,,CSDB_SENIORITY,CSDB_SENIORITY
ECB,CSDB_SHORTNAME,CSDB_SHORTNAME,A,CSDB_SHORTNAME,,,CSDB_SHORTNAME
ECB,CSDB_SOURCECODE,CSDB_SOURCECODE,A,CSDB_SOURCECODE,,,CSDB_SOURCECODE
ECB,CSDB_SOURCECODETYPE,CSDB_SOURCECODETYPE,A,CSDB_SOURCECODETYPE,,,CSDB_SOURCECODETYPE
ECB,CSDB_SPLITFACTOR,CSDB_SPLITFACTOR,A,CSDB_SPLITFACTOR,,,CSDB_SPLITFACTOR
ECB,CSDB_SPLITFACTORDATE,CSDB_SPLITFACTORDATE,A,CSDB_SPLITFACTORDATE,,,CSDB_SPLITFACTORDATE
ECB,CSDB_VA_BONDDURATION,CSDB_VA_BONDDURATION,A,CSDB_VA_BONDDURATION,,,CSDB_VA_BONDDURATION
ECB,CSDB_VA_ESCBCODETYPE,Mapping of ESCB issuer identifier type for the template CSDBVAESCBCODETYPE,E,CSDB_VA_ESCBCODETYPE,,CSDB_VA_ESCBCODETYPE,CSDB_VA_ESCBCODETYPE
ECB,CSDB_VA_FVCCODE,CSDB_VA_FVCCODE,A,CSDB_VA_FVCCODE,,,CSDB_VA_FVCCODE
ECB,CSDB_VA_IFLCODE,CSDB_VA_IFLCODE,A,CSDB_VA_IFLCODE,,,CSDB_VA_IFLCODE
ECB,CSDB_VA_ISELIGIBLEFOREADB,Mapping of Is In EADB for the template CSDBVAISELIGIBLEFOREADB,E,CSDB_VA_ISELIGIBLEFOREADB,,CSDB_VA_ISELIGIBLEFOREADB,CSDB_VA_ISELIGIBLEFOREADB
ECB,CSDB_VA_PUBLICATIONPRICESTDDEV,CSDB_VA_PUBLICATIONPRICESTDDEV,A,CSDB_VA_PUBLICATIONPRICESTDDEV,,,CSDB_VA_PUBLICATIONPRICESTDDEV
ECB,CSDB_VA_RESIDUALMATURITYCLASS,Mapping of Residual maturity class for the template CSDBVARESIDUALMATURITYCLASS,E,CSDB_VA_RESIDUALMATURITYCLASS,,CSDB_VA_RESIDUALMATURITYCLASS,CSDB_VA_RESIDUALMATURITYCLASS
ECB,CSDB_VA_SECURITYSTATUS,Mapping of Security status for the template CSDBVASECURITYSTATUS,E,CSDB_VA_SECURITYSTATUS,,CSDB_VA_SECURITYSTATUS,CSDB_VA_SECURITYSTATUS
ECB,CSDB_VA_SECURITYSTATUSDATE,CSDB_VA_SECURITYSTATUSDATE,A,CSDB_VA_SECURITYSTATUSDATE,,,CSDB_VA_SECURITYSTATUSDATE
ECB,CSDB_VA_TOTALOUTSTANDDEBTEUR,CSDB_VA_TOTALOUTSTANDDEBTEUR,A,CSDB_VA_TOTALOUTSTANDDEBTEUR,,,CSDB_VA_TOTALOUTSTANDDEBTEUR
ECB,CSDB_VA_TOTALOUTSTANDEQUITYEUR,CSDB_VA_TOTALOUTSTANDEQUITYEUR,A,CSDB_VA_TOTALOUTSTANDEQUITYEUR,,,CSDB_VA_TOTALOUTSTANDEQUITYEUR
ECB,CSDB_VA_YTMDATE,CSDB_VA_YTMDATE,A,CSDB_VA_YTMDATE,,,CSDB_VA_YTMDATE
ECB,CSDB_VOLUMETRADED,CSDB_VOLUMETRADED,A,CSDB_VOLUMETRADED,,,CSDB_VOLUMETRADED
ECB,CSDB_YTMNONOPTIONADJUSTED,CSDB_YTMNONOPTIONADJUSTED,A,CSDB_YTMNONOPTIONADJUSTED,,,CSDB_YTMNONOPTIONADJUSTED
ECB,SHS_PD,SHS_PD,A,SHS_PD,,,SHS_PD
ECB,SHS_TPH,Mapping of Third Party Holdings Relevance for Aggregation for the template SHS,E,SHS_TPH,,SHS_TPH,SHS_TPH
ECB,SHS_ESCB,Mapping of ESCB for the template SHS,E,SHS_ESCB,,SHS_ESCB,SHS_ESCB
ECB,SHS_FREQ,Mapping of Frequency for the template SHS,E,SHS_FREQ,,SHS_FREQ,SHS_FREQ
ECB,SHS_ISIN,SHS_ISIN,A,SHS_ISIN,,,SHS_ISIN
ECB,SHS_PERIOD,SHS_PERIOD,A,SHS_PERIOD,,,SHS_PERIOD
ECB,SHS_EAPLUS,Mapping of EA plus for the template SHS,E,SHS_EAPLUS,,SHS_EAPLUS,SHS_EAPLUS
ECB,SHS_MRKT_VL,SHS_MRKT_VL,A,SHS_MRKT_VL,,,SHS_MRKT_VL
ECB,SHS_ARREARS,SHS_ARREARS,A,SHS_ARREARS,,,SHS_ARREARS
ECB,SHS_NMNL_VL,SHS_NMNL_VL,A,SHS_NMNL_VL,,,SHS_NMNL_VL
ECB,SHS_REF_AREA,Mapping of Reporting Country for the template SHS,E,SHS_REF_AREA,,SHS_REF_AREA,SHS_REF_AREA
ECB,SHS_RSK_WGHT,SHS_RSK_WGHT,A,SHS_RSK_WGHT,,,SHS_RSK_WGHT
ECB,SHS_EXPSR_VL,SHS_EXPSR_VL,A,SHS_EXPSR_VL,,,SHS_EXPSR_VL
ECB,SHS_LGD_NRML,SHS_LGD_NRML,A,SHS_LGD_NRML,,,SHS_LGD_NRML
ECB,SHS_MAT_DATE,SHS_MAT_DATE,A,SHS_MAT_DATE,,,SHS_MAT_DATE
ECB,SHS_GROUP_ID,SHS_GROUP_ID,A,SHS_GROUP_ID,,,SHS_GROUP_ID
ECB,SHS_NOM_CURR,Mapping of Nominal currency for the template SHS,E,SHS_NOM_CURR,,SHS_NOM_CURR,SHS_NOM_CURR
ECB,SHS_ISSUER_ID,SHS_ISSUER_ID,A,SHS_ISSUER_ID,,,SHS_ISSUER_ID
ECB,SHS_GROUP_LEI,SHS_GROUP_LEI,A,SHS_GROUP_LEI,,,SHS_GROUP_LEI
ECB,SHS_ENTITY_ID,SHS_ENTITY_ID,A,SHS_ENTITY_ID,,,SHS_ENTITY_ID
ECB,SHS_YIELD_MAT,SHS_YIELD_MAT,A,SHS_YIELD_MAT,,,SHS_YIELD_MAT
ECB,SHS_DEBT_TYPE,Mapping of Debt type for the template SHS,E,SHS_DEBT_TYPE,,SHS_DEBT_TYPE,SHS_DEBT_TYPE
ECB,SHS_EARLY_RED,Mapping of Early redemptions included for the template SHS,E,SHS_EARLY_RED,,SHS_EARLY_RED,SHS_EARLY_RED
ECB,SHS_ISSUE_DATE,SHS_ISSUE_DATE,A,SHS_ISSUE_DATE,,,SHS_ISSUE_DATE
ECB,SHS_GROUP_AREA,Mapping of Country of residence of the group for the template SHS,E,SHS_GROUP_AREA,,SHS_GROUP_AREA,SHS_GROUP_AREA
ECB,SHS_PRICE_DATE,SHS_PRICE_DATE,A,SHS_PRICE_DATE,,,SHS_PRICE_DATE
ECB,SHS_ISSUER_LEI,SHS_ISSUER_LEI,A,SHS_ISSUER_LEI,,,SHS_ISSUER_LEI
ECB,SHS_GROUP_TYPE,Mapping of Group type for the template SHS,E,SHS_GROUP_TYPE,,SHS_GROUP_TYPE,SHS_GROUP_TYPE
ECB,SHS_IDENTIFIER,SHS_IDENTIFIER,A,SHS_IDENTIFIER,,,SHS_IDENTIFIER
ECB,SHS_EXPSR_CLSS,Mapping of Exposure class as defined in accordance with Regulation (EU) No 575/2013 for the template SHS,E,SHS_EXPSR_CLSS,,SHS_EXPSR_CLSS,SHS_EXPSR_CLSS
ECB,SHS_ENTITY_LEI,SHS_ENTITY_LEI,A,SHS_ENTITY_LEI,,,SHS_ENTITY_LEI
ECB,SHS_GROUP_NAME,SHS_GROUP_NAME,A,SHS_GROUP_NAME,,,SHS_GROUP_NAME
ECB,SHS_AMOUNT_OUT,SHS_AMOUNT_OUT,A,SHS_AMOUNT_OUT,,,SHS_AMOUNT_OUT
ECB,SHS_POOLFACTOR,SHS_POOLFACTOR,A,SHS_POOLFACTOR,,,SHS_POOLFACTOR
ECB,SHS_MARKET_CAP,SHS_MARKET_CAP,A,SHS_MARKET_CAP,,,SHS_MARKET_CAP
ECB,SHS_SHORT_NAME,SHS_SHORT_NAME,A,SHS_SHORT_NAME,,,SHS_SHORT_NAME
ECB,SHS_IS_IN_EADB,Mapping of Is in EADB for the template SHS,E,SHS_IS_IN_EADB,,SHS_IS_IN_EADB,SHS_IS_IN_EADB
ECB,SHS_PRI_MRKT_VL,SHS_PRI_MRKT_VL,A,SHS_PRI_MRKT_VL,,,SHS_PRI_MRKT_VL
ECB,SHS_PRICE_VALUE,SHS_PRICE_VALUE,A,SHS_PRICE_VALUE,,,SHS_PRICE_VALUE
ECB,SHS_FRBRNC_STTS,"Mapping of 	Status of forbearance and renegotiation for the template SHS",E,SHS_FRBRNC_STTS,,SHS_FRBRNC_STTS,SHS_FRBRNC_STTS
ECB,SHS_OTH_MRKT_VL,SHS_OTH_MRKT_VL,A,SHS_OTH_MRKT_VL,,,SHS_OTH_MRKT_VL
ECB,SHS_COUPON_TYPE,Mapping of Coupon type for the template SHS,E,SHS_COUPON_TYPE,,SHS_COUPON_TYPE,SHS_COUPON_TYPE
ECB,SHS_TIME_PERIOD,SHS_TIME_PERIOD,A,SHS_TIME_PERIOD,,,SHS_TIME_PERIOD
ECB,SHS_ENTITY_AREA,Mapping of Country of residency of the entity for the template SHS,E,SHS_ENTITY_AREA,,SHS_ENTITY_AREA,SHS_ENTITY_AREA
ECB,SHS_ISSUE_PRICE,SHS_ISSUE_PRICE,A,SHS_ISSUE_PRICE,,,SHS_ISSUE_PRICE
ECB,SHS_HOLDER_AREA,Mapping of Holder Country for the template SHS,E,SHS_HOLDER_AREA,,SHS_HOLDER_AREA,SHS_HOLDER_AREA
ECB,SHS_INC_MRKT_VL,SHS_INC_MRKT_VL,A,SHS_INC_MRKT_VL,,,SHS_INC_MRKT_VL
ECB,SHS_LGD_DWNTRNS,SHS_LGD_DWNTRNS,A,SHS_LGD_DWNTRNS,,,SHS_LGD_DWNTRNS
ECB,SHS_OWN_MRKT_VL,SHS_OWN_MRKT_VL,A,SHS_OWN_MRKT_VL,,,SHS_OWN_MRKT_VL
ECB,SHS_CRRYNG_AMNT,SHS_CRRYNG_AMNT,A,SHS_CRRYNG_AMNT,,,SHS_CRRYNG_AMNT
ECB,SHS_ISSUER_NAME,SHS_ISSUER_NAME,A,SHS_ISSUER_NAME,,,SHS_ISSUER_NAME
ECB,SHS_TRN_MRKT_VL,SHS_TRN_MRKT_VL,A,SHS_TRN_MRKT_VL,,,SHS_TRN_MRKT_VL
ECB,SHS_INSTR_CLASS,Mapping of Instrument ESA 2010 class for the template SHS,E,SHS_INSTR_CLASS,,SHS_INSTR_CLASS,SHS_INSTR_CLASS
ECB,SHS_EXR_MRKT_VL,SHS_EXR_MRKT_VL,A,SHS_EXR_MRKT_VL,,,SHS_EXR_MRKT_VL
ECB,SHS_ENTITY_NAME,SHS_ENTITY_NAME,A,SHS_ENTITY_NAME,,,SHS_ENTITY_NAME
ECB,SHS_ARREARS_DATE,SHS_ARREARS_DATE,A,SHS_ARREARS_DATE,,,SHS_ARREARS_DATE
ECB,SHS_IMPRMNT_STTS,Mapping of Imparement status for the template SHS,E,SHS_IMPRMNT_STTS,,SHS_IMPRMNT_STTS,SHS_IMPRMNT_STTS
ECB,SHS_PRFRMNG_STTS,Mapping of Performing status for the template SHS,E,SHS_PRFRMNG_STTS,,SHS_PRFRMNG_STTS,SHS_PRFRMNG_STTS
ECB,SHS_SRC_ENCMBRNC,Mapping of Source of encumbrance for the template SHS,E,SHS_SRC_ENCMBRNC,,SHS_SRC_ENCMBRNC,SHS_SRC_ENCMBRNC
ECB,SHS_REP_NOM_CURR,Mapping of Reported Nominal currency for the template SHS,E,SHS_REP_NOM_CURR,,SHS_REP_NOM_CURR,SHS_REP_NOM_CURR
ECB,SHS_PRDNTL_PRTFL,Mapping of Prudential portfolio for the template SHS,E,SHS_PRDNTL_PRTFL,,SHS_PRDNTL_PRTFL,SHS_PRDNTL_PRTFL
ECB,SHS_UNIT_MEASURE,Mapping of Unit for the template SHS,E,SHS_UNIT_MEASURE,,SHS_UNIT_MEASURE,SHS_UNIT_MEASURE
ECB,SHS_GROUP_SECTOR,Mapping of ESA 2010 Sector of the head of Group for the template SHS,E,SHS_GROUP_SECTOR,,SHS_GROUP_SECTOR,SHS_GROUP_SECTOR
ECB,SHS_ACCR_INTR_MV,Mapping of Accrued interests for market values for the template SHS,E,SHS_ACCR_INTR_MV,,SHS_ACCR_INTR_MV,SHS_ACCR_INTR_MV
ECB,SHS_GUARANTOR_ID,SHS_GUARANTOR_ID,A,SHS_GUARANTOR_ID,,,SHS_GUARANTOR_ID
ECB,SHS_ENTITY_SECTOR,Mapping of ESA 2010 sector of the entity for the template SHS,E,SHS_ENTITY_SECTOR,,SHS_ENTITY_SECTOR,SHS_ENTITY_SECTOR
ECB,SHS_COMPILING_ORG,Mapping of Reporting institution code for the template SHS,E,SHS_COMPILING_ORG,,SHS_COMPILING_ORG,SHS_COMPILING_ORG
ECB,SHS_ENTITY_STATUS,Mapping of Entity status for the template SHS,E,SHS_ENTITY_STATUS,,SHS_ENTITY_STATUS,SHS_ENTITY_STATUS
ECB,SHS_NOMINAL_VALUE,SHS_NOMINAL_VALUE,A,SHS_NOMINAL_VALUE,,,SHS_NOMINAL_VALUE
ECB,SHS_HOLDER_SECTOR,Mapping of Holder Sector for the template SHS,E,SHS_HOLDER_SECTOR,,SHS_HOLDER_SECTOR,SHS_HOLDER_SECTOR
ECB,SHS_ACCR_INTEREST,SHS_ACCR_INTEREST,A,SHS_ACCR_INTEREST,,,SHS_ACCR_INTEREST
ECB,SHS_ORIG_MAT_DAYS,SHS_ORIG_MAT_DAYS,A,SHS_ORIG_MAT_DAYS,,,SHS_ORIG_MAT_DAYS
ECB,SHS_ISSUER_SECTOR,Mapping of Issuer ESA 2010 sector for the template SHS,E,SHS_ISSUER_SECTOR,,SHS_ISSUER_SECTOR,SHS_ISSUER_SECTOR
ECB,SHS_GROUP_ID_TYPE,Mapping of Group ID type for the template SHS,E,SHS_GROUP_ID_TYPE,,SHS_GROUP_ID_TYPE,SHS_GROUP_ID_TYPE
ECB,SHS_ENTITY_ID_TYPE,Mapping of Entity ID type  for the template SHS,E,SHS_ENTITY_ID_TYPE,,SHS_ENTITY_ID_TYPE,SHS_ENTITY_ID_TYPE
ECB,SHS_ISSUER_ID_TYPE,Mapping of Issuer ID type for the template SHS,E,SHS_ISSUER_ID_TYPE,,SHS_ISSUER_ID_TYPE,SHS_ISSUER_ID_TYPE
ECB,SHS_AMOUNT_OUT_EUR,SHS_AMOUNT_OUT_EUR,A,SHS_AMOUNT_OUT_EUR,,,SHS_AMOUNT_OUT_EUR
ECB,SHS_MONTH_AV_PRICE,SHS_MONTH_AV_PRICE,A,SHS_MONTH_AV_PRICE,,,SHS_MONTH_AV_PRICE
ECB,SHS_DFLT_STTS_ISSR,Mapping of Default status of the issuer for the template SHS,E,SHS_DFLT_STTS_ISSR,,SHS_DFLT_STTS_ISSR,SHS_DFLT_STTS_ISSR
ECB,SHS_LEVEL_IN_GROUP,SHS_LEVEL_IN_GROUP,A,SHS_LEVEL_IN_GROUP,,,SHS_LEVEL_IN_GROUP
ECB,SHS_DT_FRBRNC_STTS,SHS_DT_FRBRNC_STTS,A,SHS_DT_FRBRNC_STTS,,,SHS_DT_FRBRNC_STTS
ECB,SHS_RESID_MAT_DAYS,SHS_RESID_MAT_DAYS,A,SHS_RESID_MAT_DAYS,,,SHS_RESID_MAT_DAYS
ECB,SHS_SENIORITY_TYPE,Mapping of Instrument seniority type for the template SHS,E,SHS_SENIORITY_TYPE,,SHS_SENIORITY_TYPE,SHS_SENIORITY_TYPE
ECB,SHS_ISSUER_COUNTRY,Mapping of Issuer country for the template SHS,E,SHS_ISSUER_COUNTRY,,SHS_ISSUER_COUNTRY,SHS_ISSUER_COUNTRY
ECB,SHS_MARKET_CAP_EUR,SHS_MARKET_CAP_EUR,A,SHS_MARKET_CAP_EUR,,,SHS_MARKET_CAP_EUR
ECB,SHS_INTERN_ORG_CODE,SHS_INTERN_ORG_CODE,A,SHS_INTERN_ORG_CODE,,,SHS_INTERN_ORG_CODE
ECB,SHS_IDENTIFIER_TYPE,Mapping of Identifier type for the template SHS,E,SHS_IDENTIFIER_TYPE,,SHS_IDENTIFIER_TYPE,SHS_IDENTIFIER_TYPE
ECB,SHS_ACCMLTD_IMPRMNT,SHS_ACCMLTD_IMPRMNT,A,SHS_ACCMLTD_IMPRMNT,,,SHS_ACCMLTD_IMPRMNT
ECB,SHS_UNIT_MEASURE_NV,Mapping of Unit for Nominal Value for the template SHS,E,SHS_UNIT_MEASURE_NV,,SHS_UNIT_MEASURE_NV,SHS_UNIT_MEASURE_NV
ECB,SHS_REPORTING_BASIS,Mapping of Reporting basis  for the template SHS,E,SHS_REPORTING_BASIS,,SHS_REPORTING_BASIS,SHS_REPORTING_BASIS
ECB,SHS_QUOTATION_BASIS,Mapping of Quotation basis for the template SHS,E,SHS_QUOTATION_BASIS,,SHS_QUOTATION_BASIS,SHS_QUOTATION_BASIS
ECB,SHS_DIVIDEND_AMOUNT,SHS_DIVIDEND_AMOUNT,A,SHS_DIVIDEND_AMOUNT,,,SHS_DIVIDEND_AMOUNT
ECB,SHS_DT_PRFRMNG_STTS,SHS_DT_PRFRMNG_STTS,A,SHS_DT_PRFRMNG_STTS,,,SHS_DT_PRFRMNG_STTS
ECB,SHS_COLLATERAL_AREA,Mapping of Collateral geographical location for the template SHS,E,SHS_COLLATERAL_AREA,,SHS_COLLATERAL_AREA,SHS_COLLATERAL_AREA
ECB,SHS_SECURITY_STATUS,Mapping of Security status for the template SHS,E,SHS_SECURITY_STATUS,,SHS_SECURITY_STATUS,SHS_SECURITY_STATUS
ECB,SHS_ISSUER_MFI_CODE,SHS_ISSUER_MFI_CODE,A,SHS_ISSUER_MFI_CODE,,,SHS_ISSUER_MFI_CODE
ECB,SHS_LAST_SPLIT_DATE,SHS_LAST_SPLIT_DATE,A,SHS_LAST_SPLIT_DATE,,,SHS_LAST_SPLIT_DATE
ECB,SHS_ORIG_MAT_BRACKET,Mapping of Original maturity bracket (category) for the template SHS,E,SHS_ORIG_MAT_BRACKET,,SHS_ORIG_MAT_BRACKET,SHS_ORIG_MAT_BRACKET
ECB,SHS_MONTH_AV_PRICE_2,SHS_MONTH_AV_PRICE_2,A,SHS_MONTH_AV_PRICE_2,,,SHS_MONTH_AV_PRICE_2
ECB,SHS_LAST_COUPON_DATE,SHS_LAST_COUPON_DATE,A,SHS_LAST_COUPON_DATE,,,SHS_LAST_COUPON_DATE
ECB,SHS_LAST_COUPON_RATE,SHS_LAST_COUPON_RATE,A,SHS_LAST_COUPON_RATE,,,SHS_LAST_COUPON_RATE
ECB,SHS_REDEMPTION_PRICE,SHS_REDEMPTION_PRICE,A,SHS_REDEMPTION_PRICE,,,SHS_REDEMPTION_PRICE
ECB,SHS_PRICE_VALUE_TYPE,Mapping of Price value type for the template SHS,E,SHS_PRICE_VALUE_TYPE,,SHS_PRICE_VALUE_TYPE,SHS_PRICE_VALUE_TYPE
ECB,SHS_MONTH_AV_PRICE_1,SHS_MONTH_AV_PRICE_1,A,SHS_MONTH_AV_PRICE_1,,,SHS_MONTH_AV_PRICE_1
ECB,SHS_LAST_COUPON_FREQ,Mapping of Last coupon date for the template SHS,E,SHS_LAST_COUPON_FREQ,,SHS_LAST_COUPON_FREQ,SHS_LAST_COUPON_FREQ
ECB,SHS_ACCNTNG_CLSSFCTN,Mapping of Accounting classification of instruments for the template SHS,E,SHS_ACCNTNG_CLSSFCTN,,SHS_ACCNTNG_CLSSFCTN,SHS_ACCNTNG_CLSSFCTN
ECB,SHS_RESID_MAT_BRACKET,Mapping of Residual maturity bracket (category) for the template SHS,E,SHS_RESID_MAT_BRACKET,,SHS_RESID_MAT_BRACKET,SHS_RESID_MAT_BRACKET
ECB,SHS_LAST_SPLIT_FACTOR,SHS_LAST_SPLIT_FACTOR,A,SHS_LAST_SPLIT_FACTOR,,,SHS_LAST_SPLIT_FACTOR
ECB,SHS_DT_DFLT_STTS_ISSR,SHS_DT_DFLT_STTS_ISSR,A,SHS_DT_DFLT_STTS_ISSR,,,SHS_DT_DFLT_STTS_ISSR
ECB,SHS_PRICE_VALUE_BASIS,Mapping of Price value basis for the template SHS,E,SHS_PRICE_VALUE_BASIS,,SHS_PRICE_VALUE_BASIS,SHS_PRICE_VALUE_BASIS
ECB,SHS_GUARANTOR_ID_TYPE,Mapping of Guarantor ID type for the template SHS,E,SHS_GUARANTOR_ID_TYPE,,SHS_GUARANTOR_ID_TYPE,SHS_GUARANTOR_ID_TYPE
ECB,SHS_DIVIDEND_CURRENCY,Mapping of Dividend currency for the template SHS,E,SHS_DIVIDEND_CURRENCY,,SHS_DIVIDEND_CURRENCY,SHS_DIVIDEND_CURRENCY
ECB,SHS_ISSUER_NACE_SECTOR,Mapping of Issuer NACE sector for the template SHS,E,SHS_ISSUER_NACE_SECTOR,,SHS_ISSUER_NACE_SECTOR,SHS_ISSUER_NACE_SECTOR
ECB,SHS_GROUP_ACC_STANDARD,Mapping of Accounting Standard of the Group for the template SHS,E,SHS_GROUP_ACC_STANDARD,,SHS_GROUP_ACC_STANDARD,SHS_GROUP_ACC_STANDARD
ECB,SHS_DFLT_STTS_INSTRMNT,Mapping of Default status of the instrument for the template SHS,E,SHS_DFLT_STTS_INSTRMNT,,SHS_DFLT_STTS_INSTRMNT,SHS_DFLT_STTS_INSTRMNT
ECB,SHS_ACCR_INCOME_FACTOR,SHS_ACCR_INCOME_FACTOR,A,SHS_ACCR_INCOME_FACTOR,,,SHS_ACCR_INCOME_FACTOR
ECB,SHS_ENTITY_STATUS_DATE,SHS_ENTITY_STATUS_DATE,A,SHS_ENTITY_STATUS_DATE,,,SHS_ENTITY_STATUS_DATE
