VARIABLE_MAPPING_ID,MAINTENANCE_AGENCY_ID,CODE,NAME
SHS_GROUP_NAME,ECB,SHS_GROUP_NAME,SHS_GROUP_NAME
SHS_AMOUNT_OUT,ECB,SHS_AMOUNT_OUT,SHS_AMOUNT_OUT
SHS_POOLFACTOR,ECB,SHS_POOLFACTOR,SHS_POOLFACTOR
SHS_MARKET_CAP,ECB,SHS_MARKET_CAP,SHS_MARKET_CAP
SHS_SHORT_NAME,ECB,SHS_SHORT_NAME,SHS_SHORT_NAME
SHS_IS_IN_EADB,ECB,SHS_IS_IN_EADB,Mapping of Is in EADB for the template SHS
SHS_PRI_MRKT_VL,ECB,SHS_PRI_MRKT_VL,SHS_PRI_MRKT_VL
SHS_PRICE_VALUE,ECB,SHS_PRICE_VALUE,SHS_PRICE_VALUE
SHS_FRBRNC_STTS,ECB,SHS_FRBRNC_STTS,"Mapping of 	Status of forbearance and renegotiation for the template SHS"
SHS_OTH_MRKT_VL,ECB,SHS_OTH_MRKT_VL,SHS_OTH_MRKT_VL
SHS_COUPON_TYPE,ECB,SHS_COUPON_TYPE,Mapping of Coupon type for the template SHS
SHS_TIME_PERIOD,ECB,SHS_TIME_PERIOD,SHS_TIME_PERIOD
SHS_ENTITY_AREA,ECB,SHS_ENTITY_AREA,Mapping of Country of residency of the entity for the template SHS
SHS_ISSUE_PRICE,ECB,SHS_ISSUE_PRICE,SHS_ISSUE_PRICE
SHS_HOLDER_AREA,ECB,SHS_HOLDER_AREA,Mapping of Holder Country for the template SHS
SHS_INC_MRKT_VL,ECB,SHS_INC_MRKT_VL,SHS_INC_MRKT_VL
SHS_LGD_DWNTRNS,ECB,SHS_LGD_DWNTRNS,SHS_LGD_DWNTRNS
SHS_OWN_MRKT_VL,ECB,SHS_OWN_MRKT_VL,SHS_OWN_MRKT_VL
SHS_CRRYNG_AMNT,ECB,SHS_CRRYNG_AMNT,SHS_CRRYNG_AMNT
SHS_ISSUER_NAME,ECB,SHS_ISSUER_NAME,SHS_ISSUER_NAME
SHS_TRN_MRKT_VL,ECB,SHS_TRN_MRKT_VL,SHS_TRN_MRKT_VL
SHS_INSTR_CLASS,ECB,SHS_INSTR_CLASS,Mapping of Instrument ESA 2010 class for the template SHS
SHS_EXR_MRKT_VL,ECB,SHS_EXR_MRKT_VL,SHS_EXR_MRKT_VL
SHS_ENTITY_NAME,ECB,SHS_ENTITY_NAME,SHS_ENTITY_NAME
SHS_ARREARS_DATE,ECB,SHS_ARREARS_DATE,SHS_ARREARS_DATE
SHS_IMPRMNT_STTS,ECB,SHS_IMPRMNT_STTS,Mapping of Imparement status for the template SHS
SHS_PRFRMNG_STTS,ECB,SHS_PRFRMNG_STTS,Mapping of Performing status for the template SHS
SHS_SRC_ENCMBRNC,ECB,SHS_SRC_ENCMBRNC,Mapping of Source of encumbrance for the template SHS
SHS_REP_NOM_CURR,ECB,SHS_REP_NOM_CURR,Mapping of Reported Nominal currency for the template SHS
SHS_PRDNTL_PRTFL,ECB,SHS_PRDNTL_PRTFL,Mapping of Prudential portfolio for the template SHS
SHS_UNIT_MEASURE,ECB,SHS_UNIT_MEASURE,Mapping of Unit for the template SHS
SHS_GROUP_SECTOR,ECB,SHS_GROUP_SECTOR,Mapping of ESA 2010 Sector of the head of Group for the template SHS
SHS_ACCR_INTR_MV,ECB,SHS_ACCR_INTR_MV,Mapping of Accrued interests for market values for the template SHS
SHS_GUARANTOR_ID,ECB,SHS_GUARANTOR_ID,SHS_GUARANTOR_ID
SHS_ENTITY_SECTOR,ECB,SHS_ENTITY_SECTOR,Mapping of ESA 2010 sector of the entity for the template SHS
SHS_COMPILING_ORG,ECB,SHS_COMPILING_ORG,Mapping of Reporting institution code for the template SHS
SHS_ENTITY_STATUS,ECB,SHS_ENTITY_STATUS,Mapping of Entity status for the template SHS
SHS_NOMINAL_VALUE,ECB,SHS_NOMINAL_VALUE,SHS_NOMINAL_VALUE
SHS_HOLDER_SECTOR,ECB,SHS_HOLDER_SECTOR,Mapping of Holder Sector for the template SHS
SHS_ACCR_INTEREST,ECB,SHS_ACCR_INTEREST,SHS_ACCR_INTEREST
SHS_ORIG_MAT_DAYS,ECB,SHS_ORIG_MAT_DAYS,SHS_ORIG_MAT_DAYS
SHS_ISSUER_SECTOR,ECB,SHS_ISSUER_SECTOR,Mapping of Issuer ESA 2010 sector for the template SHS
SHS_GROUP_ID_TYPE,ECB,SHS_GROUP_ID_TYPE,Mapping of Group ID type for the template SHS
SHS_ENTITY_ID_TYPE,ECB,SHS_ENTITY_ID_TYPE,Mapping of Entity ID type  for the template SHS
SHS_ISSUER_ID_TYPE,ECB,SHS_ISSUER_ID_TYPE,Mapping of Issuer ID type for the template SHS
SHS_AMOUNT_OUT_EUR,ECB,SHS_AMOUNT_OUT_EUR,SHS_AMOUNT_OUT_EUR
SHS_MONTH_AV_PRICE,ECB,SHS_MONTH_AV_PRICE,SHS_MONTH_AV_PRICE
SHS_DFLT_STTS_ISSR,ECB,SHS_DFLT_STTS_ISSR,Mapping of Default status of the issuer for the template SHS
SHS_LEVEL_IN_GROUP,ECB,SHS_LEVEL_IN_GROUP,SHS_LEVEL_IN_GROUP
SHS_DT_FRBRNC_STTS,ECB,SHS_DT_FRBRNC_STTS,SHS_DT_FRBRNC_STTS
SHS_RESID_MAT_DAYS,ECB,SHS_RESID_MAT_DAYS,SHS_RESID_MAT_DAYS
SHS_SENIORITY_TYPE,ECB,SHS_SENIORITY_TYPE,Mapping of Instrument seniority type for the template SHS
SHS_ISSUER_COUNTRY,ECB,SHS_ISSUER_COUNTRY,Mapping of Issuer country for the template SHS
SHS_MARKET_CAP_EUR,ECB,SHS_MARKET_CAP_EUR,SHS_MARKET_CAP_EUR
SHS_INTERN_ORG_CODE,ECB,SHS_INTERN_ORG_CODE,SHS_INTERN_ORG_CODE
SHS_IDENTIFIER_TYPE,ECB,SHS_IDENTIFIER_TYPE,Mapping of Identifier type for the template SHS
SHS_ACCMLTD_IMPRMNT,ECB,SHS_ACCMLTD_IMPRMNT,SHS_ACCMLTD_IMPRMNT
SHS_UNIT_MEASURE_NV,ECB,SHS_UNIT_MEASURE_NV,Mapping of Unit for Nominal Value for the template SHS
SHS_REPORTING_BASIS,ECB,SHS_REPORTING_BASIS,Mapping of Reporting basis  for the template SHS
SHS_QUOTATION_BASIS,ECB,SHS_QUOTATION_BASIS,Mapping of Quotation basis for the template SHS
SHS_DIVIDEND_AMOUNT,ECB,SHS_DIVIDEND_AMOUNT,SHS_DIVIDEND_AMOUNT
SHS_DT_PRFRMNG_STTS,ECB,SHS_DT_PRFRMNG_STTS,SHS_DT_PRFRMNG_STTS
SHS_COLLATERAL_AREA,ECB,SHS_COLLATERAL_AREA,Mapping of Collateral geographical location for the template SHS
SHS_SECURITY_STATUS,ECB,SHS_SECURITY_STATUS,Mapping of Security status for the template SHS
SHS_ISSUER_MFI_CODE,ECB,SHS_ISSUER_MFI_CODE,SHS_ISSUER_MFI_CODE
SHS_LAST_SPLIT_DATE,ECB,SHS_LAST_SPLIT_DATE,SHS_LAST_SPLIT_DATE
SHS_ORIG_MAT_BRACKET,ECB,SHS_ORIG_MAT_BRACKET,Mapping of Original maturity bracket (category) for the template SHS
SHS_MONTH_AV_PRICE_2,ECB,SHS_MONTH_AV_PRICE_2,SHS_MONTH_AV_PRICE_2
SHS_LAST_COUPON_DATE,ECB,SHS_LAST_COUPON_DATE,SHS_LAST_COUPON_DATE
SHS_LAST_COUPON_RATE,ECB,SHS_LAST_COUPON_RATE,SHS_LAST_COUPON_RATE
SHS_REDEMPTION_PRICE,ECB,SHS_REDEMPTION_PRICE,SHS_REDEMPTION_PRICE
SHS_PRICE_VALUE_TYPE,ECB,SHS_PRICE_VALUE_TYPE,Mapping of Price value type for the template SHS
SHS_MONTH_AV_PRICE_1,ECB,SHS_MONTH_AV_PRICE_1,SHS_MONTH_AV_PRICE_1
SHS_LAST_COUPON_FREQ,ECB,SHS_LAST_COUPON_FREQ,Mapping of Last coupon date for the template SHS
SHS_ACCNTNG_CLSSFCTN,ECB,SHS_ACCNTNG_CLSSFCTN,Mapping of Accounting classification of instruments for the template SHS
SHS_RESID_MAT_BRACKET,ECB,SHS_RESID_MAT_BRACKET,Mapping of Residual maturity bracket (category) for the template SHS
SHS_LAST_SPLIT_FACTOR,ECB,SHS_LAST_SPLIT_FACTOR,SHS_LAST_SPLIT_FACTOR
SHS_DT_DFLT_STTS_ISSR,ECB,SHS_DT_DFLT_STTS_ISSR,SHS_DT_DFLT_STTS_ISSR
SHS_PRICE_VALUE_BASIS,ECB,SHS_PRICE_VALUE_BASIS,Mapping of Price value basis for the template SHS
SHS_GUARANTOR_ID_TYPE,ECB,SHS_GUARANTOR_ID_TYPE,Mapping of Guarantor ID type for the template SHS
SHS_DIVIDEND_CURRENCY,ECB,SHS_DIVIDEND_CURRENCY,Mapping of Dividend currency for the template SHS
SHS_ISSUER_NACE_SECTOR,ECB,SHS_ISSUER_NACE_SECTOR,Mapping of Issuer NACE sector for the template SHS
SHS_GROUP_ACC_STANDARD,ECB,SHS_GROUP_ACC_STANDARD,Mapping of Accounting Standard of the Group for the template SHS
SHS_DFLT_STTS_INSTRMNT,ECB,SHS_DFLT_STTS_INSTRMNT,Mapping of Default status of the instrument for the template SHS
SHS_ACCR_INCOME_FACTOR,ECB,SHS_ACCR_INCOME_FACTOR,SHS_ACCR_INCOME_FACTOR
SHS_ENTITY_STATUS_DATE,ECB,SHS_ENTITY_STATUS_DATE,SHS_ENTITY_STATUS_DATE
SHS_PRIMARY_ASSET_CLASS,ECB,SHS_PRIMARY_ASSET_CLASS,Mapping of Primary asset classification for the template SHS
SHS_IMMEDIATE_PARENT_ID,ECB,SHS_IMMEDIATE_PARENT_ID,SHS_IMMEDIATE_PARENT_ID
SHS_ENTITY_ACC_STANDARD,ECB,SHS_ENTITY_ACC_STANDARD,Mapping of Accounting Standard of the entity for the template SHS
SHS_DIVIDEND_SETTL_DATE,ECB,SHS_DIVIDEND_SETTL_DATE,SHS_DIVIDEND_SETTL_DATE
SHS_ACCMLTD_CHNGS_FV_CR,ECB,SHS_ACCMLTD_CHNGS_FV_CR,SHS_ACCMLTD_CHNGS_FV_CR
SHS_FUNCTIONAL_CATEGORY,ECB,SHS_FUNCTIONAL_CATEGORY,Mapping of Function for the template SHS
SHS_APPRCH_PRDNTL_PRPSS,ECB,SHS_APPRCH_PRDNTL_PRPSS,Mapping of Approach for prudential purposes for the template SHS
SHS_DIVIDEND_AMOUNT_TYPE,ECB,SHS_DIVIDEND_AMOUNT_TYPE,Mapping of Dividend amount type for the template SHS
SHS_SECURITY_STATUS_DATE,ECB,SHS_SECURITY_STATUS_DATE,SHS_SECURITY_STATUS_DATE
SHS_CMLTV_RCVRS_SNC_DFLT,ECB,SHS_CMLTV_RCVRS_SNC_DFLT,SHS_CMLTV_RCVRS_SNC_DFLT
SHS_DT_DFLT_STTS_INSTRMNT,ECB,SHS_DT_DFLT_STTS_INSTRMNT,SHS_DT_DFLT_STTS_INSTRMNT
SHS_IMPRMNT_ASSSSMNT_MTHD,ECB,SHS_IMPRMNT_ASSSSMNT_MTHD,Mapping of Impairment assessment method for the template SHS
SHS_INTRA_GROUP_ACC_SCOPE,ECB,SHS_INTRA_GROUP_ACC_SCOPE,Mapping of Issuer is part of the Group (accounting scope) for the template SHS
SHS_INTRA_GROUP_PRUD_SCOPE,ECB,SHS_INTRA_GROUP_PRUD_SCOPE,Mapping of Issuer is part of the Group (prudential scope) for the template SHS
SHS_IMMEDIATE_PARENT_ID_TYPE,ECB,SHS_IMMEDIATE_PARENT_ID_TYPE,Mapping of Immediate parent ID type for the template SHS
SHS_ASSET_SECURITISATION_TYPE,ECB,SHS_ASSET_SECURITISATION_TYPE,Mapping of Asset securitisation type for the template SHS
FREQ,ECB,FREQ,Mapping of Frequency for the template FREQ
REF_AREA,ECB,REF_AREA,Mapping of Reference area for the template REFAREA
ADJUSTMENT,ECB,ADJUSTMENT,Mapping of Adjustment indicator for the template ADJUSTMENT
BS_REP_SECTOR,ECB,BS_REP_SECTOR,Mapping of BS reference sector breakdown for the template BSREPSECTOR
MATURITY_ORIG,ECB,MATURITY_ORIG,"Mapping of Balance sheet item, Data type, Original maturity for the template MATURITYORIG"
COUNT_AREA,ECB,COUNT_AREA,Mapping of Counterpart area for the template COUNTAREA
BS_COUNT_SECTOR,ECB,BS_COUNT_SECTOR,Mapping of BS counterpart sector for the template BSCOUNTSECTOR
CURRENCY_TRANS,ECB,CURRENCY_TRANS,Mapping of Currency of transaction for the template CURRENCYTRANS
BS_SUFFIX,ECB,BS_SUFFIX,Mapping of Balance sheet suffix for the template BSSUFFIX
OBS_DATE,ECB,OBS_DATE,OBS_DATE
OBS_VALUE,ECB,OBS_VALUE,OBS_VALUE
MFI_LIST_IND,ECB,MFI_LIST_IND,MFI_LIST_IND
DPM_ECC_MCG_AE_F36.02.b,ECB,DPM_ECC_MCG_AE_F36.02.b,"Mapping of Main category of collateral or guarantee received, Exposure class of the collateral received for the template AEF36.02.b"
DPM_CPE_AE_F32.04.b,ECB,DPM_CPE_AE_F32.04.b,Mapping of Counterparty sector of the source of encumbrance for the template AEF32.04.b
DPM_CPE_CPS_AE_F32.04.a,ECB,DPM_CPE_CPS_AE_F32.04.a,"Mapping of Counterparty sector of the source of encumbrance, Counterparty sector for the template AEF32.04.a"
DPM_MCY_AE_F32.03.a,ECB,DPM_MCY_AE_F32.03.a,Mapping of Main category for the template AEF32.03.a
DPM_BAS_EXC_MCG_MCY_AE_F32.01,ECB,DPM_BAS_EXC_MCG_MCY_AE_F32.01,"Mapping of Base, Exposure class, Main category of collateral or guarantee received, Main category for the template AEF32.01"
DPM_CPC_AE_F36.01.b,ECB,DPM_CPC_AE_F36.01.b,Mapping of Counterparty sector of the collateral for the template AEF36.01.b
DPM_MCS_AE_F32.04.b,ECB,DPM_MCS_AE_F32.04.b,Mapping of Main category of the source of encumbrance for the template AEF32.04.b
DPM_MCS_SST_AE_F32.03.a,ECB,DPM_MCS_SST_AE_F32.03.a,"Mapping of Main category of the source of encumbrance, Securitisation structure for the template AEF32.03.a"
DPM_BAS_ECC_EXC_MCG_MCY_AE_F36.02.a,ECB,DPM_BAS_ECC_EXC_MCG_MCY_AE_F36.02.a,"Mapping of Base, Exposure class of the collateral received, Exposure class, Main category of collateral or guarantee received, Main category for the template AEF36.02.a"
DPM_BAS_EXC_MCY_AE_F36.01.a,ECB,DPM_BAS_EXC_MCY_AE_F36.01.a,"Mapping of Base, Main category, Exposure class for the template AEF36.01.a"
DPM_CPS_AE_F32.01,ECB,DPM_CPS_AE_F32.01,Mapping of Counterparty sector for the template AEF32.01
DPM_CPC_AE_F32.02.a,ECB,DPM_CPC_AE_F32.02.a,Mapping of Counterparty sector of the collateral for the template AEF32.02.a
DPM_BAS_MCS_MCY_AE_F32.04.a,ECB,DPM_BAS_MCS_MCY_AE_F32.04.a,"Mapping of Base, Main category, Main category of the source of encumbrance for the template AEF32.04.a"
DPM_ECC_MCG_AE_F36.01.b,ECB,DPM_ECC_MCG_AE_F36.01.b,"Mapping of Main category of collateral or guarantee received, Exposure class of the collateral received for the template AEF36.01.b"
DPM_BAS_ECC_EXC_MCG_MCY_AE_F32.02.a,ECB,DPM_BAS_ECC_EXC_MCG_MCY_AE_F32.02.a,"Mapping of Base, Exposure class of the collateral received, Exposure class, Main category of collateral or guarantee received, Main category for the template AEF32.02.a"
DPM_ATY_AE,ECB,DPM_ATY_AE,Mapping of Metric for the template AE
DPM_mi109,ECB,DPM_mi109,DPM_mi109
DPM_mi110,ECB,DPM_mi110,DPM_mi110
DPM_mi134,ECB,DPM_mi134,DPM_mi134
DPM_mi135,ECB,DPM_mi135,DPM_mi135
DPM_mi136,ECB,DPM_mi136,DPM_mi136
DPM_mi164,ECB,DPM_mi164,DPM_mi164
DPM_mi170,ECB,DPM_mi170,DPM_mi170
DPM_mi172,ECB,DPM_mi172,DPM_mi172
DPM_mi191,ECB,DPM_mi191,DPM_mi191
DPM_mi195,ECB,DPM_mi195,DPM_mi195
DPM_mi339,ECB,DPM_mi339,DPM_mi339
DPM_mi340,ECB,DPM_mi340,DPM_mi340
DPM_mi35,ECB,DPM_mi35,DPM_mi35
DPM_mi37,ECB,DPM_mi37,DPM_mi37
DPM_mi43,ECB,DPM_mi43,DPM_mi43
DPM_mi45,ECB,DPM_mi45,DPM_mi45
DPM_mi500,ECB,DPM_mi500,DPM_mi500
DPM_mi501,ECB,DPM_mi501,DPM_mi501
DPM_mi502,ECB,DPM_mi502,DPM_mi502
DPM_mi503,ECB,DPM_mi503,DPM_mi503
DPM_mi504,ECB,DPM_mi504,DPM_mi504
DPM_mi505,ECB,DPM_mi505,DPM_mi505
DPM_mi506,ECB,DPM_mi506,DPM_mi506
DPM_mi507,ECB,DPM_mi507,DPM_mi507
DPM_mi508,ECB,DPM_mi508,DPM_mi508
DPM_mi65,ECB,DPM_mi65,DPM_mi65
DPM_mi7,ECB,DPM_mi7,DPM_mi7
DPM_mi9,ECB,DPM_mi9,DPM_mi9
DPM_md103,ECB,DPM_md103,DPM_md103
DPM_md104,ECB,DPM_md104,DPM_md104
DPM_md105,ECB,DPM_md105,DPM_md105
DPM_md108,ECB,DPM_md108,DPM_md108
DPM_md11,ECB,DPM_md11,DPM_md11
DPM_md114,ECB,DPM_md114,DPM_md114
DPM_md12,ECB,DPM_md12,DPM_md12
DPM_md13,ECB,DPM_md13,DPM_md13
DPM_md131,ECB,DPM_md131,DPM_md131
DPM_md139,ECB,DPM_md139,DPM_md139
DPM_md14,ECB,DPM_md14,DPM_md14
DPM_md140,ECB,DPM_md140,DPM_md140
DPM_md147,ECB,DPM_md147,DPM_md147
DPM_md149,ECB,DPM_md149,DPM_md149
DPM_md150,ECB,DPM_md150,DPM_md150
DPM_md151,ECB,DPM_md151,DPM_md151
DPM_md186,ECB,DPM_md186,DPM_md186
DPM_md197,ECB,DPM_md197,DPM_md197
DPM_md199,ECB,DPM_md199,DPM_md199
DPM_md200,ECB,DPM_md200,DPM_md200
DPM_md201,ECB,DPM_md201,DPM_md201
DPM_md202,ECB,DPM_md202,DPM_md202
DPM_md203,ECB,DPM_md203,DPM_md203
DPM_md210,ECB,DPM_md210,DPM_md210
DPM_md216,ECB,DPM_md216,DPM_md216
DPM_md233,ECB,DPM_md233,DPM_md233
DPM_md239,ECB,DPM_md239,DPM_md239
DPM_md240,ECB,DPM_md240,DPM_md240
DPM_md241,ECB,DPM_md241,DPM_md241
DPM_md242,ECB,DPM_md242,DPM_md242
DPM_md249,ECB,DPM_md249,DPM_md249
DPM_md251,ECB,DPM_md251,DPM_md251
DPM_md252,ECB,DPM_md252,DPM_md252
DPM_md254,ECB,DPM_md254,DPM_md254
DPM_md46,ECB,DPM_md46,DPM_md46
DPM_md509,ECB,DPM_md509,DPM_md509
DPM_md510,ECB,DPM_md510,DPM_md510
DPM_md511,ECB,DPM_md511,DPM_md511
DPM_md512,ECB,DPM_md512,DPM_md512
DPM_md513,ECB,DPM_md513,DPM_md513
DPM_md514,ECB,DPM_md514,DPM_md514
DPM_md515,ECB,DPM_md515,DPM_md515
DPM_md516,ECB,DPM_md516,DPM_md516
DPM_md59,ECB,DPM_md59,DPM_md59
DPM_md60,ECB,DPM_md60,DPM_md60
DPM_md62,ECB,DPM_md62,DPM_md62
DPM_md67,ECB,DPM_md67,DPM_md67
DPM_md69,ECB,DPM_md69,DPM_md69
DPM_md70,ECB,DPM_md70,DPM_md70
DPM_md71,ECB,DPM_md71,DPM_md71
DPM_md72,ECB,DPM_md72,DPM_md72
DPM_md73,ECB,DPM_md73,DPM_md73
DPM_md83,ECB,DPM_md83,DPM_md83
DPM_md85,ECB,DPM_md85,DPM_md85
DPM_pi221,ECB,DPM_pi221,DPM_pi221
DPM_pi223,ECB,DPM_pi223,DPM_pi223
DPM_si168,ECB,DPM_si168,DPM_si168
DPM_si169,ECB,DPM_si169,DPM_si169
DPM_si288,ECB,DPM_si288,DPM_si288
DPM_si289,ECB,DPM_si289,DPM_si289
DPM_si299,ECB,DPM_si299,DPM_si299
DPM_ei138,ECB,DPM_ei138,Mapping of Group structure
DPM_ei152,ECB,DPM_ei152,Mapping of Jurisdiction of incorporation
DPM_ei218,ECB,DPM_ei218,Mapping of Sector
DPM_ei219,ECB,DPM_ei219,Mapping of Sector of the counterparty
DPM_ei364,ECB,DPM_ei364,Mapping of Accounting consolidation code (IFRS Group)
DPM_ei365,ECB,DPM_ei365,Mapping of Accounting consolidation code (CRR Group)
DPM_di113,ECB,DPM_di113,DPM_di113
DPM_mi772,ECB,DPM_mi772,DPM_mi772
DPM_md677,ECB,DPM_md677,DPM_md677
DPM_md771,ECB,DPM_md771,DPM_md771
DPM_mi679,ECB,DPM_mi679,DPM_mi679
DPM_mi678,ECB,DPM_mi678,DPM_mi678
DPM_mi66,ECB,DPM_mi66,DPM_mi66
DPM_md675,ECB,DPM_md675,DPM_md675
DPM_ii676,ECB,DPM_ii676,DPM_ii676
DPM_mi770,ECB,DPM_mi770,DPM_mi770
DPM_md683,ECB,DPM_md683,DPM_md683
DPM_md684,ECB,DPM_md684,DPM_md684
DPM_md685,ECB,DPM_md685,DPM_md685
DPM_md686,ECB,DPM_md686,DPM_md686
DPM_md687,ECB,DPM_md687,DPM_md687
DPM_mi688,ECB,DPM_mi688,DPM_mi688
DPM_mi689,ECB,DPM_mi689,DPM_mi689
DPM_ri695,ECB,DPM_ri695,DPM_ri695
DPM_mi696,ECB,DPM_mi696,DPM_mi696
DPM_mi697,ECB,DPM_mi697,DPM_mi697
DPM_ri769,ECB,DPM_ri769,DPM_ri769
DPM_ii699,ECB,DPM_ii699,DPM_ii699
DPM_mi690,ECB,DPM_mi690,DPM_mi690
DPM_mi691,ECB,DPM_mi691,DPM_mi691
DPM_mi692,ECB,DPM_mi692,DPM_mi692
DPM_mi693,ECB,DPM_mi693,DPM_mi693
DPM_ii694,ECB,DPM_ii694,DPM_ii694
DPM_mi682,ECB,DPM_mi682,DPM_mi682
DPM_si477,ECB,DPM_si477,DPM_si477
DPM_si476,ECB,DPM_si476,DPM_si476
DPM_si475,ECB,DPM_si475,DPM_si475
DPM_BAS,ECB,DPM_BAS,Mapping of Base
DPM_ValueString,ECB,DPM_ValueString,DPM_ValueString
DPM_BAS_APL,ECB,DPM_BAS_APL,"Mapping of Accounting portfolio, Base"
DPM_CPS,ECB,DPM_CPS,Mapping of Counterparty sector
DPM_MCB_MCY,ECB,DPM_MCB_MCY,"Mapping of Main category, Instrument"
DPM_MCG,ECB,DPM_MCG,Mapping of Main category of collateral or guarantee received
DPM_PUR,ECB,DPM_PUR,Mapping of Purpose
DPM_CPS_CPZ,ECB,DPM_CPS_CPZ,"Mapping of Counterparty sector, Size of the counterparty"
DPM_MCB_MCY_2.9,ECB,DPM_MCB_MCY_2.9,"Mapping of Main category, Instrument for the template 2.9"
DPM_PFS,ECB,DPM_PFS,Mapping of Performing status
DPM_REF,ECB,DPM_REF,Mapping of Reference date or period
DPM_FBS,ECB,DPM_FBS,Mapping of Forbearance status
DPM_MCB_MCY_MCG,ECB,DPM_MCB_MCY_MCG,"Mapping of Main category, Main category of collateral or guarantee received, Instrument"
DPM_PFS_TPD,ECB,DPM_PFS_TPD,"Mapping of Performing status, Time past due"
DPM_FLW,ECB,DPM_FLW,Mapping of Flows (direction)
DPM_CPS_CPZ_MCC_MCG_MCY_PUR,ECB,DPM_CPS_CPZ_MCC_MCG_MCY_PUR,"Mapping of Main category of collateral or guarantee given, Main category, Counterparty sector, Main category of collateral or guarantee received, Purpose, Size of the counterparty"
DPM_BAS_MCY,ECB,DPM_BAS_MCY,"Mapping of Base, Main category"
DPM_MCV_F_16.08,ECB,DPM_MCV_F_16.08,Mapping of (Sub-)Type of expense for the template F16.08
DPM_BAS_ALO_IMS_APL,ECB,DPM_BAS_ALO_IMS_APL,"Mapping of Base, Accounting portfolio, Impairment status, Type of allowance"
DPM_CPS_CPZ_MCY_TMA,ECB,DPM_CPS_CPZ_MCY_TMA,"Mapping of Main category, Counterparty sector, Size of the counterparty, Type of market"
DPM_LAC,ECB,DPM_LAC,Mapping of Location of the activities
DPM_MCE_APL,ECB,DPM_MCE_APL,"Mapping of Main category that generates income or expenses, Accounting portfolio"
DPM_CTL_MCG,ECB,DPM_CTL_MCG,"Mapping of Collateralisation level, Main category of collateral or guarantee received"
DPM_FLT_FLW,ECB,DPM_FLT_FLW,"Mapping of Flows (direction), Flows (type / source / reason)"
DPM_NPE,ECB,DPM_NPE,Mapping of Details on NPE classification
DPM_PIR,ECB,DPM_PIR,Mapping of Date / period of initial recognition
DPM_POV,ECB,DPM_POV,Mapping of Date / period of valuation
DPM_TIE,ECB,DPM_TIE,Mapping of Time elapsed since initial recognition
DPM_TYA_F_24.01,ECB,DPM_TYA_F_24.01,Mapping of Type of activity for the template F24.01
DPM_CNO,ECB,DPM_CNO,Mapping of Controlling and non-controlling owners
DPM_TRI_F_02.00,ECB,DPM_TRI_F_02.00,Mapping of Type of risk for the template F02.00
DPM_IMS_F_06.01,ECB,DPM_IMS_F_06.01,Mapping of Impairment status for the template F06.01
DPM_MCY,ECB,DPM_MCY,Mapping of Main category
DPM_NAC,ECB,DPM_NAC,Mapping of NACE code counterparty
DPM_APL,ECB,DPM_APL,Mapping of Accounting portfolio
DPM_BAS_MCY_PFS,ECB,DPM_BAS_MCY_PFS,"Mapping of Base, Main category, Performing status"
DPM_RPR,ECB,DPM_RPR,Mapping of Related parties/Relationships
DPM_TYR,ECB,DPM_TYR,Mapping of Type of activity of Related parties/Relationships
DPM_BAS_MCE_MCY_TYA_2.9,ECB,DPM_BAS_MCE_MCY_TYA_2.9,"Mapping of Main category, Base, Main category that generates income or expenses, Type of activity for the template 2.9"
DPM_BAS_MCV_MCY_TRE,ECB,DPM_BAS_MCV_MCY_TRE,"Mapping of Base, Main category, (Sub-)Type of expense, Type of remuneration"
DPM_TSA,ECB,DPM_TSA,Mapping of Type of staff  (RF)
DPM_SUB,ECB,DPM_SUB,Mapping of Subordinated
DPM_BAS_CPS_MCB_MCY_APL,ECB,DPM_BAS_CPS_MCB_MCY_APL,"Mapping of Base, Main category, Counterparty sector, Accounting portfolio, Instrument"
DPM_MCF,ECB,DPM_MCF,Mapping of Hedged or hedging instrument
DPM_TYH_F_20.01,ECB,DPM_TYH_F_20.01,Mapping of Type of hedge for the template F20.01
DPM_BAS_MCF_MCH_MCY,ECB,DPM_BAS_MCF_MCH_MCY,"Mapping of Base, Main category, Main category of hedged item, Hedged or hedging instrument"
DPM_MCA,ECB,DPM_MCA,Mapping of Main category of hedging instrument
DPM_MCE,ECB,DPM_MCE,Mapping of Main category that generates income or expenses
DPM_REC,ECB,DPM_REC,Mapping of To be reclassified to profit or loss
DPM_LTG,ECB,DPM_LTG,Mapping of Litigation status
DPM_BAS_MCB_MCY_APL_F_42.00,ECB,DPM_BAS_MCB_MCY_APL_F_42.00,"Mapping of Base, Main category, Accounting portfolio, Instrument for the template F42.00"
DPM_CPS_MCB_MCY,ECB,DPM_CPS_MCB_MCY,"Mapping of Main category, Counterparty sector, Instrument"
DPM_IMS,ECB,DPM_IMS,Mapping of Impairment status
DPM_TPD,ECB,DPM_TPD,Mapping of Time past due
DPM_BAS_MCY_APL,ECB,DPM_BAS_MCY_APL,"Mapping of Main category, Accounting portfolio, Base"
DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,ECB,DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,"Mapping of Main category that generates income or expenses, Counterparty sector, Type of hedge, Purpose, Instrument, Impairment status for the template APL"
DPM_MCV_F_44.03,ECB,DPM_MCV_F_44.03,Mapping of (Sub-)Type of expense for the template F44.03
